10 digit HTS,10 digit HTS Description,APHIS Flag,APHIS Flag Description,APHIS Primary Category Type,Category Code,APHIS Operational Program,Category Code Description,APHIS Secondary Category Type
1211.90.60.00,"TONKA BEANS, FRESH/DRIED, WHETH OR NOT CUT/CRUSHED/POWDERED",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
1211.90.40.40,"MINT LEAVES,OTHER: NOT CRUDE OR MANUFACTURED",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,706,PPQ,"Dried teas, herbal teas, and herbal infusions",N/A
1211.90.40.20,"MINT LEAVES HERBAL TEAS/INFUSION(SINGL SPECIES,UNMIXED)",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,706,PPQ,"Dried teas, herbal teas, and herbal infusions",N/A
1211.90.20.00,"MINT LEAVES,CRUDE OR NOT MANUF.",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,706,PPQ,"Dried teas, herbal teas, and herbal infusions",N/A
1211.60.00.00,Bark of African cherry (Prunus africana),AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,706,PPQ,"Dried teas, herbal teas, and herbal infusions",N/A
1211.50.00.00,EPHEDRA,AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,706,PPQ,"Dried teas, herbal teas, and herbal infusions",N/A
1211.40.00.00,POPPY STRAW,AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,706,PPQ,"Dried teas, herbal teas, and herbal infusions",N/A
1211.30.00.00,COCA LEAF,AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,706,PPQ,"Dried teas, herbal teas, and herbal infusions",N/A
1211.20.15.00,"GINSENG ROOTS,CHILLED/FROZEN",AQ1,APHIS Data May Be Required,AP0600 Fruits & Vegetables,603,PPQ,Below Ground Parts,N/A
1211.20.10.90,"WILD GINSENG ROOTS,FRESH/DRIED",AQ1,APHIS Data May Be Required,AP0600 Fruits & Vegetables,602 or 603,PPQ,All Plant Parts or Below Plant Parts,N/A
1211.20.10.20,"CULTIVATED GINSENG ROOTS,FRESH/DRIED",AQ1,APHIS Data May Be Required,AP0600 Fruits & Vegetables,602 or 711,PPQ,"Below Plant Parts or Herbal medicines, extracts, oils, ointments, and powders",AP0700 Miscellaneous Processed Product
1210.20.00.40,"HOP CONES, OTHER,GROUND, POWDERED;LUPULIN",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,705,PPQ,Cones,N/A
1210.20.00.20,HOP CONE PELLETS,AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,705,PPQ,Cones,N/A
1210.10.00.00,"HOP CONES, NOT GROUND, POWDERED, OR PELLETS/FRESH OR DRIED  (*SEED CONE)",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,705,PPQ,Cones,N/A
1209.99.41.90,OTHER SEEDS FOR SOWING,AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.99.41.70,"SEEDS OTHER NSPF FOR SOWING, TOBACCO",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.99.20.00,"TREE AND SHRUB SEEDS, FOR SOWING",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.91.80.90,OTHER VEGETABLE SEEDS FOR SOWING,AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.91.80.74,TURNIP SEEDS FOR SOWING,AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.91.80.70,TOMATO SEEDS FOR SOWING,AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.91.80.60,SQUASH SEEDS FOR SOWING,AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.91.80.55,PUMPKIN SEEDS FOR SOWING,AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.91.80.54,PARSNIP SEEDS FOR SOWING,AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.91.80.50,LETTUCE SEEDS FOR SOWING,AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.91.80.47,KOHLRABI SEEDS FOR SOWING,AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.91.80.45,KALE SEEDS FOR SOWING,AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.91.80.40,CUCUMBER SEEDS FOR SOWING,AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.91.80.30,SPINACH SEEDS FOR SOWING,AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.91.80.20,RADISH SEEDS FOR SOWING,AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.91.80.10,CARROT SEEDS FOR SOWING,AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.91.80.09,"CABBAGE SEEDS FOR SOWING, OTHER",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.91.80.08,GREEN CABBAGE SEEDS FOR SOWING,AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.91.80.05,BROCOLLI SEEDS FOR SOWING,AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.91.60.90,"PEPPER SEEDS FOR SOWING, OTHER",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.91.60.10,"PEPPER SEEDS FOR SOWING, SWEET PEPPER",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.91.50.00,PARSLEY SEEDS FOR SOWING,AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.91.40.00,ONION SEEDS FOR SOWING,AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.91.20.00,CELERY SEEDS FOR SOWING,AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.91.10.00,CAULIFLOWER SEEDS FOR SOWING,AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.30.00.90,"SEEDS OF HERBACEOUS PLANT CULTIVAT., OTHER",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.30.00.10,"SEEDS OF HERBACEOUS PLANT CULTIVAT., PETUNIA",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.29.91.96,"OTHER GRASS SEEDS, USED FOR SOWING, NOT BEAT SEEDS, OTHER",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.29.91.79,"OTHER GRASS, USED FOR SOWING",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.29.91.76,"OTHER GRASS SEEDS,FOR SOWING,NOT BEAT SEEDS,WILD RYE",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.29.91.74,"WHEATGRASS, OF A KIND USED FOR SOWING, OTHER",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.29.91.71,"WHEATGRASS, OF A KIND USED FOR SOWING, CRESTED",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.29.91.60,"SUDAN GRASS SEEDS, USED FOR SOWING",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.29.91.40,"ORCHARD GRASS  SEEDS,USED SOWING",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.29.91.38,"OTHER, BROMEGRASS, OF A KIND USED FOR SOWING",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.29.91.37,"SMOOTH, BROMEGRASS,OF A KIND USED FOR SOWING",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.29.91.36,"MEADOW, BROMEGRASS,OF A KIND USED FOR SOWING",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.29.91.30,"OTHER, BIRDSFOOT TREFOIL GRASS",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.29.91.26,"OTHER BERMUDA GRASS SEEDS, USED FOR SOWING",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.29.91.25,"HUSKED BERMUDA GRASS SEEDS, USED FOR SOWING",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.29.91.20,"BENT GRASS (GENUS  AGROSTIS) OTHER SEEDS, USED FOR SOWING",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.29.10.00,"BEET, OTHER",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.25.00.40,"PERENNIAL RYE GRASS (LOLIUM MULTIFLO.LAM.,LOL.PERE.L)SEED",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.25.00.20,"ANNUAL RYE GRASS (LOLIUM MULTIFLOR.LAM.,LOLI.PERENNE L) SEED",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.24.00.00,KENTUCKY BLUE GRASS (POA PRATENSIS L) SEEDS OF FORAGE PLANTS,AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.23.00.90,"FESCUE SEEDS, OTHER, OF FORAGE PLANTS, O/T BEET SEED",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.23.00.60,"FESCUE SEEDS, MEADOW, OF FORAGE PLANTS, O/T BEET SEED",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.23.00.39,"FESCUE SEEDS,CREEPING RED,OF FORAGE PLANTS, O/T BEET SEED",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.23.00.31,"FESCUE SEEDS,CREEPING RED,OF FORAGE PLANTS, O/T BEET SEED",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.23.00.20,"TALL FESCUE SEEDS OF FORAGE PLANTS,NOT BEET SEEDS,FOR SOWING",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.22.40.95,"CLOVER,OTH(TRIFOLIUM SPP)SEEDS,USED FOR SOWING,OTHER",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.22.40.60,SWEET OTHER CLOVER ( TRIFOLIUM  SPP.) USED FOR SOWING,AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.22.40.49,"RED OTHER CLOVER (TRIFOLIUM SPP) SEEDS,USED FOR SOWING,OTHER",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.22.40.41,"RED OTHER CLOVER (TRIFOLIUM SPP)SEEDS,FOR SOWING,DOUBLE CUT",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.22.40.30,"CLOVER,OTH(TRIFOLIUM SPP)SEEDS,USED FOR SOWING,CRIMSON",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.22.40.20,"ALSIKE OTHER CLOVER (TRIFOLIUM SPP)SEEDS,USED FOR SOWING",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.22.20.00,"WHITE AND LADINO CLOVER (TRIFOLIUM SPP) SEEDS,USED SOWING",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.21.00.40,"ALFALFA (LUCERNE) SEEDS, NOT CERTIFID,OF FORAGE PLANT,SOWING",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.21.00.20,"CERTIFIED ALFALFA (LUCERNE) SEEDS OF FORAGE PLANTS,SOWING",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1209.10.00.00,"SUGAR BEET SEEDS,USED FOR SOWING",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1207.99.03.91,"OIL SEEDS & OLEAGINOUS FRUITS,BROKEN OR NOT,OTHER",AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,N/A
1207.99.03.60,"OIL SEEDS & OLEAGINOUS FRUITS,BROKEN OR NOT, HEMP SEED, OTHER",AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,N/A
1207.99.03.40,"OIL SEEDS & OLEAGINOUS FRUITS,BROKEN OR NOT, HEMP SEED FOR SOWING",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1207.99.03.10,"OIL SEEDS & OLEAGINOUS FRUITS,BROKEN OR NOT,NIGER SEED",AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,N/A
1207.91.00.00,POPPY SEEDS WETHER OR NOT BROKEN,AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,N/A
1207.70.00.75,OTHER MELON SEEDS FOR SOWING,AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1207.70.00.40,WATERMELON SEEDS USED FOR SOWING,AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1207.70.00.20,CANTALOUPE SEEDS FOR SOWING,AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1207.60.00.00,"OIL SEEDS & OLEAGINOUS FRUITS,SAFFLOWER SEEDS",AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,N/A
1207.50.00.00,MUSTARD SEEDS WHETHER OR NOT BROKEN,AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,N/A
1207.40.00.90,"SESAME SEEDS WHETHER OR NOT BROKEN, OTHER",AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,null
1207.40.00.10,"SESAME SEEDS WHETHER OR NOT BROKEN, CERTIFIED ORGANIC",AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,null
1207.30.00.00,"OIL SEEDS & OLEAGINOUS FRUITS,CASTOR OIL SEEDS",AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,N/A
1207.29.00.00,"COTTON SEEDS WHETHER OR NOT BROKEN, NOT FOR SOWING",AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,N/A
1207.21.00.00,"COTTON SEEDS WHETHER OR NOT BROKEN, FOR SOWING",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1207.10.00.00,"OIL SEEDS & OLEAGINOUS FRUITS,PALM NUTS & KERNELS",AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,N/A
1206.00.00.90,"SUNFLOWER SEEDS, WHETHER OR NOT BROKEN,OTHER, OTHER",AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,N/A
1206.00.00.80,"Sunflower Seeds For Human Use, OTHER , OTHER",AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,null
1206.00.00.75,"Sunflower Seeds For Human Use, OTHER , CERTIFIED ORGANIC",AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,null
1206.00.00.70,"Sunflower Seeds For Human Use, In ShelL, OTHER  ",AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,null
1206.00.00.65,"Sunflower Seeds For Human Use, In ShelL, CERTIFIED ORGANIC",AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,null
1206.00.00.31,"SUNFLOWER SEEDS, WHETHER OR NOT BROKEN: FOR SOWING",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1206.00.00.20,"SUNFLOWER SEEDS, WHETHER OR NOT BROKEN, FOR OIL STOCK",AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,N/A
1205.90.00.90,"RAPE OR COLZA SEEDS, OTHER, WHETHER OR NOT BROKEN, OTHER",AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,N/A
1205.90.00.20,"RAPE OR COLZA SEEDS, FOR USE AS OIL STOCK, W/N BROKEN,OTHER",AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,N/A
1205.90.00.10,"RAPE OR COLZA SEEDS, FOR SOWING, WHETHER OR NOT BROKEN,OTHER",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1205.10.00.90,"LOW ERUCIC ACID RAPE OR COLZA SEEDS, OTHER",AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,N/A
1205.10.00.20,"LOW ERUCIC ACID RAPE OR COLZA SEEDS, F/ OIL STOCK",AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,N/A
1205.10.00.10,"LOW ERUCIC ACID RAPE OR COLZA SEEDS, FOR SOWING",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1204.00.00.75,"FLAXSEED (LINSEED), FOR USE NOT AS OIL STOCK, W/N BROKEN, OTHER",AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,null
1204.00.00.55,"FLAXSEED (LINSEED), FOR USE NOT AS OIL STOCK, W/N BROKEN, CERTIFIED ORGANIC",AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,null
1204.00.00.35,"FLAXSEED (LINSEED), FOR USE AS OIL STOCK, W/N BROKEN, NOT ORGANIC",AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,N/A
1204.00.00.25,"FLAXSEED (LINSEED), FOR USE AS OIL STOCK, W/N BROKEN, CERTIFIED ORGANIC",AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,N/A
1204.00.00.10,"FLAXSEED (LINSEED), FOR SOWING, WHETHER OR NOT BROKEN",AQ2,APHIS Data Is Required,AP0400 Propagative Material,403,PPQ,Seeds for Planting (For Sowing),N/A
1203.00.00.00,COPRA,AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,N/A
1202.42.90.40,"PEANUTS, SHELLED, NOT FOR OIL STOCK, OTHER",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,718,PPQ,Processed seeds,N/A
1202.42.60.40,"PEANUTS, SHELLED, US NOTE 2, OTHER",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,718,PPQ,Processed seeds,N/A
1202.42.60.20,"PEANUTS, SHELLED, OIL STOCK,US NOTE 2",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,718,PPQ,Processed seeds,N/A
1202.42.10.40,"PEANUTS, SHELLED, GENERAL NOTE 15, OTHER",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,718,PPQ,Processed seeds,N/A
1202.42.10.20,"PEANUTS,SHELLED, OIL STOCK,GEN NOTE15",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,718,PPQ,Processed seeds,N/A
1202.41.80.40,"PEANUTS,IN SHELL, NOT FOR OIL STOCK, OTHER",AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,N/A
1202.41.80.20,"PEANUTS,IN SHELL, OIL STOCK, OTHER",AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,N/A
1202.41.40.40,"PEANUTS, IN SHELL, US NOTE 2, OTHER",AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,N/A
1202.41.40.20,"PEANUTS,IN SHELL, OIL STOCK,US NOTE 2",AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,N/A
1202.41.05.40,"PEANUTS, IN SHELL, GENERAL NOTE 15, OTHER",AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,N/A
1202.41.05.20,"PEANUTS, IN SHELL, OIL STOCK, GENERAL NOTE 15",AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,N/A
1202.30.80.00,"PEANUTS, SHELLED, OIL STOCK, OTHER",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,718,PPQ,Processed seeds,N/A
1202.30.40.00,"PEANUTS, SHELLED, OIL STOCK,US NOTE 2",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,718,PPQ,Processed seeds,N/A
1202.30.05.00,"PEANUTS,SHELLED, OIL STOCK,GEN NOTE15",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,718,PPQ,Processed seeds,N/A
1201.90.00.90,"SOYBEANS,WHETHER OR NOT BROKEN, OTHER",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,718,PPQ,Processed seeds,N/A
1201.90.00.10,"SOYBEANS,WHETHER OR NOT BROKEN, OTHER, CERTIFIED ORGANIC",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,718,PPQ,Processed seeds,N/A
1201.90.00.05,SOYBEAN SEEDS OF A KIND USED AS OIL STOCK,AQ1,APHIS Data May Be Required,AP0500 Seeds Not For Planting,501,PPQ,Seeds Not For Planting,N/A
